,Unnamed: 0.1,Unnamed: 0.1.1,hs_code,Indent,Description,sc_names,full_desc,pos_kw,neg_kw
773,773,773,9209.99.05.00,3,Metronomes &&  tuning forks && pitch pipes,,[ [ [ Parts (for example &&  mechanisms for music boxes) && accessories (for example &&  cards &&  discs && rolls for mechanical instruments) of musical instruments; metronomes &&  tuning forks && pitch pipes of all kinds ] && [ ![ Musical instrument strings ] ] ] && [ ![ Parts && accessories for the musical instruments of heading 9207 ] && ![ Parts && accessories for the musical instruments of heading 9202 ] && ![ Parts && accessories for pianos ] ] ] && [ Metronomes &&  tuning forks && pitch pipes ],fork;mechanical instrument;disc;card;music box;kind;example;musical instrument;metronomes;pitch pipe;mechanism;accessory,head;instrument string;parts;piano;musical instrument;accessory
774,774,774,9209.99.10.00,3,Mutes for musical instruments; pedals &&  dampers && spurs for drums; pedals && holders for cymbals; lyres && other music holders for attachment to musical instruments; && collapsible stands for holding music or for holding musical instruments,,[ [ [ Parts (for example &&  mechanisms for music boxes) && accessories (for example &&  cards &&  discs && rolls for mechanical instruments) of musical instruments; metronomes &&  tuning forks && pitch pipes of all kinds ] && [ ![ Musical instrument strings ] ] ] && [ ![ Parts && accessories for the musical instruments of heading 9207 ] && ![ Parts && accessories for the musical instruments of heading 9202 ] && ![ Parts && accessories for pianos ] ] ] && [ Mutes for musical instruments; pedals &&  dampers && spurs for drums; pedals && holders for cymbals; lyres && other music holders for attachment to musical instruments; && collapsible stands for holding music or for holding musical instruments ],hold musical;mechanical instrument;disc;collapsible stand;attachment;music holder;drum;damper;card;cymbal;example;musical instrument;hold music;lyre;mute;fork;spur;music box;kind;pedal;pitch pipe;mechanism;accessory,head;instrument string;parts;piano;musical instrument;accessory
775,775,775,,3,Other,,[ [ [ [ Parts (for example &&  mechanisms for music boxes) && accessories (for example &&  cards &&  discs && rolls for mechanical instruments) of musical instruments; metronomes &&  tuning forks && pitch pipes of all kinds ] && [ ![ Musical instrument strings ] ] ] && [ ![ Parts && accessories for the musical instruments of heading 9207 ] && ![ Parts && accessories for the musical instruments of heading 9202 ] && ![ Parts && accessories for pianos ] ] ] && [ ![ Mutes for musical instruments; pedals &&  dampers && spurs for drums; pedals && holders for cymbals; lyres && other music holders for attachment to musical instruments; && collapsible stands for holding music or for holding musical instruments ] && ![ Metronomes &&  tuning forks && pitch pipes ] ] ],fork;mechanical instrument;disc;card;music box;kind;example;musical instrument;pitch pipe;mechanism;accessory,head;spur;fork;hold musical;hold music;instrument string;damper;parts;cymbal;piano;pedal;musical instrument;collapsible stand;attachment;lyre;metronomes;music holder;pitch pipe;mute;accessory;drum
776,776,776,9209.99.16.00,4,For pipe organs of subheading 9205.90.12,,[ [ [ [ Parts (for example &&  mechanisms for music boxes) && accessories (for example &&  cards &&  discs && rolls for mechanical instruments) of musical instruments; metronomes &&  tuning forks && pitch pipes of all kinds ] && [ ![ Musical instrument strings ] ] ] && [ ![ Parts && accessories for the musical instruments of heading 9207 ] && ![ Parts && accessories for the musical instruments of heading 9202 ] && ![ Parts && accessories for pianos ] ] ] && [ ![ Mutes for musical instruments; pedals &&  dampers && spurs for drums; pedals && holders for cymbals; lyres && other music holders for attachment to musical instruments; && collapsible stands for holding music or for holding musical instruments ] && ![ Metronomes &&  tuning forks && pitch pipes ] ] ] && [ For pipe organs of subheading 9205.90.12 ],fork;mechanical instrument;disc;card;music box;kind;example;musical instrument;subhead;pipe organ;pitch pipe;mechanism;accessory,head;spur;fork;hold musical;hold music;instrument string;damper;parts;cymbal;piano;pedal;musical instrument;collapsible stand;attachment;lyre;metronomes;music holder;pitch pipe;mute;accessory;drum
777,777,777,9209.99.18.00,4,For instruments of subheading 9205.90.14,,[ [ [ [ Parts (for example &&  mechanisms for music boxes) && accessories (for example &&  cards &&  discs && rolls for mechanical instruments) of musical instruments; metronomes &&  tuning forks && pitch pipes of all kinds ] && [ ![ Musical instrument strings ] ] ] && [ ![ Parts && accessories for the musical instruments of heading 9207 ] && ![ Parts && accessories for the musical instruments of heading 9202 ] && ![ Parts && accessories for pianos ] ] ] && [ ![ Mutes for musical instruments; pedals &&  dampers && spurs for drums; pedals && holders for cymbals; lyres && other music holders for attachment to musical instruments; && collapsible stands for holding music or for holding musical instruments ] && ![ Metronomes &&  tuning forks && pitch pipes ] ] ] && [ For instruments of subheading 9205.90.14 ],fork;mechanical instrument;disc;card;music box;kind;example;musical instrument;subhead;instrument;pitch pipe;mechanism;accessory,head;spur;fork;hold musical;hold music;instrument string;damper;parts;cymbal;piano;pedal;musical instrument;collapsible stand;attachment;lyre;metronomes;music holder;pitch pipe;mute;accessory;drum
778,778,778,9209.99.20.00,4,For bagpipes,,[ [ [ [ Parts (for example &&  mechanisms for music boxes) && accessories (for example &&  cards &&  discs && rolls for mechanical instruments) of musical instruments; metronomes &&  tuning forks && pitch pipes of all kinds ] && [ ![ Musical instrument strings ] ] ] && [ ![ Parts && accessories for the musical instruments of heading 9207 ] && ![ Parts && accessories for the musical instruments of heading 9202 ] && ![ Parts && accessories for pianos ] ] ] && [ ![ Mutes for musical instruments; pedals &&  dampers && spurs for drums; pedals && holders for cymbals; lyres && other music holders for attachment to musical instruments; && collapsible stands for holding music or for holding musical instruments ] && ![ Metronomes &&  tuning forks && pitch pipes ] ] ] && [ For bagpipes ],fork;mechanical instrument;disc;card;music box;kind;example;musical instrument;bagpipe;pitch pipe;mechanism;accessory,head;spur;fork;hold musical;hold music;instrument string;damper;parts;cymbal;piano;pedal;musical instrument;collapsible stand;attachment;lyre;metronomes;music holder;pitch pipe;mute;accessory;drum
779,779,779,9209.99.40,4,For other woodwind && brass wind musical instruments,,[ [ [ [ Parts (for example &&  mechanisms for music boxes) && accessories (for example &&  cards &&  discs && rolls for mechanical instruments) of musical instruments; metronomes &&  tuning forks && pitch pipes of all kinds ] && [ ![ Musical instrument strings ] ] ] && [ ![ Parts && accessories for the musical instruments of heading 9207 ] && ![ Parts && accessories for the musical instruments of heading 9202 ] && ![ Parts && accessories for pianos ] ] ] && [ ![ Mutes for musical instruments; pedals &&  dampers && spurs for drums; pedals && holders for cymbals; lyres && other music holders for attachment to musical instruments; && collapsible stands for holding music or for holding musical instruments ] && ![ Metronomes &&  tuning forks && pitch pipes ] ] ] && [ For other woodwind && brass wind musical instruments ],fork;woodwind;mechanical instrument;wind musical;disc;card;music box;kind;example;musical instrument;brass wind;pitch pipe;mechanism;accessory,head;spur;fork;hold musical;hold music;instrument string;damper;parts;cymbal;piano;pedal;musical instrument;collapsible stand;attachment;lyre;metronomes;music holder;pitch pipe;mute;accessory;drum
780,780,780,9209.99.40.40,5,For woodwind musical instruments,,[ [ [ [ Parts (for example &&  mechanisms for music boxes) && accessories (for example &&  cards &&  discs && rolls for mechanical instruments) of musical instruments; metronomes &&  tuning forks && pitch pipes of all kinds ] && [ ![ Musical instrument strings ] ] ] && [ ![ Parts && accessories for the musical instruments of heading 9207 ] && ![ Parts && accessories for the musical instruments of heading 9202 ] && ![ Parts && accessories for pianos ] ] ] && [ ![ Mutes for musical instruments; pedals &&  dampers && spurs for drums; pedals && holders for cymbals; lyres && other music holders for attachment to musical instruments; && collapsible stands for holding music or for holding musical instruments ] && ![ Metronomes &&  tuning forks && pitch pipes ] ] ] && [ For other woodwind && brass wind musical instruments ] && [ For woodwind musical instruments ],fork;woodwind musical;woodwind;mechanical instrument;wind musical;disc;card;music box;kind;example;musical instrument;brass wind;pitch pipe;mechanism;accessory,head;spur;fork;hold musical;hold music;instrument string;damper;parts;cymbal;piano;pedal;musical instrument;collapsible stand;attachment;lyre;metronomes;music holder;pitch pipe;mute;accessory;drum
781,781,781,9209.99.40.80,5,Other,,[ [ [ [ [ Parts (for example &&  mechanisms for music boxes) && accessories (for example &&  cards &&  discs && rolls for mechanical instruments) of musical instruments; metronomes &&  tuning forks && pitch pipes of all kinds ] && [ ![ Musical instrument strings ] ] ] && [ ![ Parts && accessories for the musical instruments of heading 9207 ] && ![ Parts && accessories for the musical instruments of heading 9202 ] && ![ Parts && accessories for pianos ] ] ] && [ ![ Mutes for musical instruments; pedals &&  dampers && spurs for drums; pedals && holders for cymbals; lyres && other music holders for attachment to musical instruments; && collapsible stands for holding music or for holding musical instruments ] && ![ Metronomes &&  tuning forks && pitch pipes ] ] ] && [ For other woodwind && brass wind musical instruments ] && [ ![ For woodwind musical instruments ] ] ],fork;woodwind;mechanical instrument;wind musical;disc;card;music box;kind;example;musical instrument;brass wind;pitch pipe;mechanism;accessory,hold musical;parts;piano;collapsible stand;attachment;music holder;drum;head;woodwind musical;damper;cymbal;musical instrument;hold music;instrument string;lyre;metronomes;spur;fork;pedal;pitch pipe;mute;accessory
782,782,782,9209.99.61.00,4,For music boxes,,[ [ [ [ Parts (for example &&  mechanisms for music boxes) && accessories (for example &&  cards &&  discs && rolls for mechanical instruments) of musical instruments; metronomes &&  tuning forks && pitch pipes of all kinds ] && [ ![ Musical instrument strings ] ] ] && [ ![ Parts && accessories for the musical instruments of heading 9207 ] && ![ Parts && accessories for the musical instruments of heading 9202 ] && ![ Parts && accessories for pianos ] ] ] && [ ![ Mutes for musical instruments; pedals &&  dampers && spurs for drums; pedals && holders for cymbals; lyres && other music holders for attachment to musical instruments; && collapsible stands for holding music or for holding musical instruments ] && ![ Metronomes &&  tuning forks && pitch pipes ] ] ] && [ For music boxes ],fork;mechanical instrument;disc;card;music box;kind;example;musical instrument;pitch pipe;mechanism;accessory,head;spur;fork;hold musical;hold music;instrument string;damper;parts;cymbal;piano;pedal;musical instrument;collapsible stand;attachment;lyre;metronomes;music holder;pitch pipe;mute;accessory;drum
783,783,783,9209.99.80.00,4,Other,,[ [ [ [ [ Parts (for example &&  mechanisms for music boxes) && accessories (for example &&  cards &&  discs && rolls for mechanical instruments) of musical instruments; metronomes &&  tuning forks && pitch pipes of all kinds ] && [ ![ Musical instrument strings ] ] ] && [ ![ Parts && accessories for the musical instruments of heading 9207 ] && ![ Parts && accessories for the musical instruments of heading 9202 ] && ![ Parts && accessories for pianos ] ] ] && [ ![ Mutes for musical instruments; pedals &&  dampers && spurs for drums; pedals && holders for cymbals; lyres && other music holders for attachment to musical instruments; && collapsible stands for holding music or for holding musical instruments ] && ![ Metronomes &&  tuning forks && pitch pipes ] ] ] && [ ![ For music boxes ] && ![ For other woodwind && brass wind musical instruments ] && ![ For bagpipes ] && ![ For instruments of subheading 9205.90.14 ] && ![ For pipe organs of subheading 9205.90.12 ] ] ],fork;mechanical instrument;disc;card;music box;kind;example;musical instrument;pitch pipe;mechanism;accessory,hold musical;wind musical;parts;piano;collapsible stand;attachment;instrument;brass wind;music holder;drum;head;damper;cymbal;subhead;musical instrument;woodwind;hold music;instrument string;lyre;metronomes;spur;fork;pedal;music box;bagpipe;pipe organ;pitch pipe;mute;accessory
