Clibadium alatum
Bellevalia nivalis
Copiapoa megarhiza
Donrichardsia macroneuron
Drypetes staudtii
Brachystephanus schliebenii
Cleidion veillonii
Gynoxys dielsiana
Guzmania fosteriana
Helianthus neglectus
Ranunculus aragazi
Firmiana major
Amentotaxus argotaenia
Cola scheffleri
Myristica duplopunctata
Asterogyne spicata
Blotiella bouxiniana
Capparis mollicella
Mandenovia komarovii
Magnolia sanchez-vegae
Vateriopsis seychellarum
Hoffmannia ecuatoriana
Centropogon solisii
Euphorbia amplexicaulis
Canavalia favieri
Hunga gerontogea
Garcinia kingii
Astragalus cuscutae
Cipocereus minensis
Rosa dolichocarpa
Cinnamodendron corticosum
Barnadesia aculeata
Epistemma decurrens
Litsea dilleniifolia
Mammillaria pringlei
Gladiolus palustris
Erythroxylum pacificum
Juncus dregeanus
Larix speciosa
Pediocactus winkleri
Solanum mahoriensis
Stemonoporus scaphifolius
Sorbus bodajkensis
Wodyetia bifurcata
Oxyanthus pyriformis
Tarenna hutchinsonii
Carpinus cordata
Hornungia angustilimbata
Arbutus xalapensis
Zanthoxylum negrilense
Drypetes porteri
Metrosideros polymorpha
Juncus socotranus
Ramosmania rodriguesii
Teucrium abutiloides
Magnolia chocoensis
Ocotea pretiosa
Cantleya corniculata
Pediocactus despainii
Syzygium micklethwaitii
Ardisia glomerata
Dendroceros japonicus
Poecilanthe ovalifolia
Pinus tabuliformis
Cycas pachypoda
Napoleonaea egertonii
Campomanesia schlechtendaliana
Alocasia sinuata
Carex norvegica
Chlorospatha cutucuensis
Leucas hagghierensis
Pavetta intermedia
Pseudosalacia streyi
Aleuritopteris squamosa
Diospyros kingii
Helichrysum sp.
Iris antilibanotica
Psychotria elachistantha
Diplostephium espinosae
Paphiopedilum exul
Angraecopsis parva
Austrofolium equatorianum
Ligustrum microcarpum
Symbiezidium madagascariensis
Tachiadenus umbellatus
Utricularia bracteata
Aristolochia obliqua
Elattostachys goropuensis
Eriocaulon petraeum
Myosotis lusitanica
Coryphantha echinus
Arachniodes webbiana
Diplostephium ramiglabrum
Euonymus lanceifolia
Euphorbia bisglobosa
Barleria usambarica
Oryza malampuzhaensis
Euonymus thwaitesii
Pectis robusta
Cyathea cystolepis
Quercus graciliformis
Plantago major
Clidemia adamsii
Delonix baccal
Limonium jovibarba
Phyllostegia hirsuta
Magnolia pubescens
Pouteria chiricana
Viola hispida
Dysoxylum peerisi
Eriocaulon bolei
Thelypteris aculeata
Sorbus algoviensis
Dacrydium magnum
Dysosma versipellis
Allium podolicum
Sophora rapaensis
Eremospatha laurentii
Acalypha raivavensis
Pittosporum gayanum
Garcinia zeylanica
Consolida samia
Dissotis longisepala
Juncus bufonius
Macrozamia pauli-guilielmi
Brachionidium diaphanum
Widdringtonia schwarzii
Clidemia ecuadorensis
Haplolobus inaequifolius
Aetheolaena ledifolia
Homalium taypau
Trapa natans
Carex macrochaeta
Magnolia annamensis
Cenchrus ciliaris
Malus prattii
Pycreus alleizettei
Cordia revoluta
Oenocarpus makeru
Pouteria gracilis
Racinaea hauggiae
Topobea induta
Pseudocarapa championii
Isoetes malinverniana
Coffea manombensis
Ozoroa namaquensis
Juniperus sabina
Asplundia cuspidata
Carex monostachya
Euphorbia ankaratrae
Myristica devogelii
Macrozamia spiralis
Gasteranthus atratus
Dipterocarpus kerrii
Psychotria lepiniana
Atuna indica
Pyrostria socotrana
Cunonia bullata
Shorea maxwelliana
Clinostigma samoense
Schinus pilosus
Tapura carinata
Fimbristylis psammocola
Polyscias neraudiana
Vriesea penduliscapa
Magnolia irwiniana
Aglaia multinervis
Adesmia sanjuanensis
Lereschia thomasii
Pentacalia campii
Salacia miegei
Eriosyce paucicostata
Leptoderris aurantiaca
Ouratea tumacoensis
Dypsis fasciculata
Phylloxylon decipiens
Uncinia tenuifolia
Psychotria ligustrifolia
Astragalus ruscifolius
Mimusops penduliflora
Betula costata
Laurencia oppositocladia
Phyllanthus nepouiensis
Siphocampylus rostratus
Nectandra micranthera
Dypsis madagascariensis
Wilkesia hobdyi
Chara nuda
Euphorbia schweinfurthii
Anthurium holm-nielsenii
Cephalophis lukei
Gnetum ridleyi
Rosa abutalybovii
Meryta sonchifolia
Chlorophytum ruziziense
Guzmania pseudospectabilis
Crotalaria capuronii
Juniperus gamboana
Ficus pulchella
Ficus cyclophylla
Lippia salicifolia
Limonium preauxii
Calyptranthes thomasiana
Paphiopedilum canhii
Pithecellobium pithecolobioides
Placodiscus oblongifolius
Kemulariella colchica
Stemmadenia pauli
Shorea falcifera
Cupaniopsis glabra
Cynorkis globifera
Dichapetalum witianum
Nepenthes inermis
Echinopsis hahniana
Elaphoglossum hornei
Encephalartos horridus
Zannichellia palustris
Cyanea longiflora
Hiraea perplexa
Consolea corallicola
Isoglossa nervosa
Aeonium gorgoneum
Medicago citrina
Crocus aerius
Bulbophyllum anjozorobeense
Rollinia herzogii
Justicia alterniflora
Navia octopoides
Ornithoboea occulta
Carex maxima
Physacanthus talbotii
Viburnum divaricatum
Clerodendrum glabrum
Saurauia bogoriensis
Cleidion lochmios
Pneumatopteris usambarensis
Daphnopsis equatorialsis
Pinus edulis
Cliffortia arborea
Columnea manabiana
Corokia macrocarpa
Pouteria alnifolia
Brugmansia vulcanicola
Coursetia gracilis
Fagraea gracilipes
Lobelia subpubera
Piper productispicum
Rosa hracziana
Cassipourea swaziensis
Byttneria minytricha
Peucedanum adae
Lasiococca malaccensis
Ficus aguaraguensis
Siphocampylus loxensis
Selenipedium chironianum
Carex wiegandii
Psychotria microthyrsa
Raphionacme caerulea
Pultenaea whiteana
Pouteria sacleuxii
Polyspora intricata
Isoetes subinermis
Anthurium candolleanum
Ixora albersii
Brachystephanus longiflorus
Hirtella zanzibarica
Epidendrum lanceolatum
Euphorbia skottsbergii
Grangea madagascariensis
Hypochaeris oligocephala
Pilosella abakurae
Euphorbia pedroi
Mesua rosea
Ostrya japonica
Trigynaea axilliflora
Nothocestrum breviflorum
Bridelia moonii
Pygmaeocereus bieblii
Lythrum borysthenicum
Betula falcata
Asimina tetramera
Gonatostylis vieillardii
Cabralea canjerana
Pseudoeugenia tenuifolia
Quercus garryana
Pritchardia minor
Sventenia bupleuroides
Cynorkis sagittata
Magnolia lawii
Brasenia schreberi
Centropogon brachysiphoniatus
Discocactus ferricola
Lysimachia minoricensis
Quercus imbricaria
Knema minima
Phoebe chekiangensis
Gladiolus hajastanicus
Hopea andersonii
Asphodelus fistulosus
Dendrophylax fawcettii
Cinnamomum balansae
Cycas sphaerica
Encephalartos umbeluziensis
Eriocaulon dregei
Sarcostemma socotranum
Mezobromelia brownii
Pycnocoma macrantha
Allium meronense
Calamus siamensis
Euphorbia decorsei
Horsfieldia flocculosa
Pseuderanthemum campylosiphon
Shorea astylosa
Solanum lanuginosum
Thymus lotocephalus
Castelnavia monandra
Gymnema khandalense
Miconia jorgensenii
Agelanthus myrsinifolius
Camellia amplexifolia
Picea rubescens
Tillandsia acosta-solisii
Dendrochilum longipedicellatum
Corythophora labriculata
Pseudoacanthocereus brasiliensis
Pinus tecunumanii
Cycas sexseminifera
Haplolobus kapitensis
Coffea fotsoana
Hordeum pusillum
Pongamia velutina
Guzmania osyana
Paphiopedilum violascens
Aequatorium lepidotum
Holarrhena pubescens
Anisophyllea cinnamomoides
Microtropis tenuis
Juniperus excelsa
Dactyladenia mannii
Gustavia foliosa
Anthurium pichinchae
Shorea sagittata
Freziera sessiliflora
Solanum erythracanthum
Orobanche schelkovnikovii
Trichilia ramalhoi
Afrofittonia silvestris
Encephalartos pterogonus
Magnolia viridipetala
Acalypha andina
Copiapoa cinerascens
Ammannia heterophylla
Piper lineatipilosum
Balaka streptostachys
Miconia asplundii
Pisonia siphonocarpa
Gasteranthus perennis
Echinocactus grusonii
Dendrophorbium amplexicaule
Euphorbia namuskluftensis
Carex troodi
Irvingia gabonensis
Polystachya acuminata
Justicia galeata
Paphiopedilum kolopakingii
Polygala limae
Isoetes melanotheca
Horsfieldia hellwigii
Hibiscus kokio
Persea rufescens
Pimenta cainitoides
Rhipsalis baccifera
Justicia guineensis
Cynanchum spruceanum
Myristica atresens
Magnolia pugana
Launaea thalassica
Cynanchum fasciculiflorum
Melicope makahae
Symplocos carmencitae
Huperzia austroecuadorica
Sclerocactus sileri
Eopleurozia simplicissima
Physokentia dennisii
Juncus heterophyllus
Adenophorus periens
Corylus chinensis
Nothofagus glauca
Fuirena pubescens
Schlumbergera truncata
Atriplex lanfrancoi
Facheiroa cephaliomelana
Escobaria tuberculosa
Condaminea glabrata
Freziera dudleyi
Toona ciliata
Euphorbia stenoclada
Pulicaria dioscorides
Pladaroxylon leucadendron
Vasconcellea horovitziana
Horsfieldia clavata
Syzygium pendulinum
Chlamydocarya soyauxii
Brachystephanus jaundensis
Aeschynomene aspera
Cycas couttsiana
Freziera ferruginea
Garcinia afzelii
Mitranthes macrophylla
Phlomis cypria
Stipa leptogluma
Podocarpus acuminatus
Memecylon sylvaticum
Alnus acuminata
Pouteria latianthera
Cynorkis schlechterii
Hymenophyllum cristatum
Mutisia microcephala
Vicia minutiflora
Chlorospatha castula
Wollemia nobilis
Boswellia socotrana
Eugenia cotinifolia
Stephanopodium longipedicellatum
Allium meteoricum
Myrciaria cuspidata
Nanorrhinum kuriense
Betula pumila
Typhonium lineare
Magnolia cochranei
Astragalus tener
Hammatolobium kremerianum
Homalium sleumerianum
Justicia kulalensis
Pouteria belizensis
Frailea cataphracta
Myrceugenia pilotantha
Podocarpus latifolius
Nepenthes glabrata
Juniperus semiglobosa
Dacrydium gracile
Labordia lydgatei
Aloe mahraensis
Limonium ornatum
Glochidion carrickii
Margaritaria cheloniphorbe
Picea torano
Saxifraga osloensis
Vantanea spichigeri
Ottelia exserta
Miliusa parviflora
Plerandra sp.
Heliconia paludigena
Aglaia ceramica
Alseis lugonis
Echinopsis arboricola
Micropholis caudata
Helianthus decapetalus
Sorbus pseudothuringiaca
Chlorophytum borivilianum
Magnolia macklottii
Kalanchoe robusta
Pouteria cubensis
Hopea nervosa
Pouteria pallens
Ornithoboea multitorta
Apinagia peruviana
Simirestis staudtii
Rhamnus lojaconoi
Calypogeia rhynchophylla
Cinnamomum osmophloeum
Salvia flocculosa
Elaeocarpus ampliflorus
Pearcea cordata
Encephalartos aemulans
Calycolpus excisus
Warburgia ugandensis
Balanops balansae
Acritodon nephophilus
Helicia retusa
Hopea oblongifolia
Kniphofia goetzei
Pomatocalpa bhutanicum
Pycreus bipartitus
Ticodendron incognitum
Humboldtia unijuga
Pradosia montana
Betula dahurica
Allium sannineum
Mitrephora caudata
Uvaria kirkii
Armeria soleirolii
Isodon atroruber
Euphorbia grandidieri
Genista holopetala
Navia sandwithii
Nitophyllum divaricatum
Pilosocereus azulensis
Bhesa sinica
Angraecum coutrixii
Asarum fudsinoi
Magnolia wetteri
Bidens populifolia
Psephellus zangezuri
Eugenia colipensis
Rollinia andicola
Cycas ophiolitica
Zanthoxylum lindense
Tabebuia lapacho
Geranium kauaiense
Ageratina rhypodes
Aloe helenae
Hymenodictyon occidentale
Lupinus nubigenus
Meineckia nguruensis
Bazzania bhutanica
Gaertnera darcyana
Camellia flavida
Malaxis seychellarum
Nepenthes gracillima
Anacamptis urvilleana
Heracleum sommieri
Myristica kjellbergii
Picea purpurea
Acalypha dikuluwensis
Carex hultenii
Duguetia microphylla
Indigofera leucoclada
Isatis tomentella
Camellia pingguoensis
Chamaemeles coriacea
Shorea acuminata
Crassocephalum picridifolium
Acer formosanum
Chlorophytum hirsutum
Streblorrhiza speciosa
Turraeanthus africana
Eschweilera carinata
Nesogordonia pachyneura
Magnolia balansae
Micropholis retusa
Shorea cara
Erysimum contractum
Syzygium cyclophyllum
Horsfieldia macilenta
Calophyllum africanum
Echium portosanctense
Vernonia tinctosetosa
Dryopteris crinalis
Erica cinerea
Spiraeanthemum ellipticum
Gutenbergia pubescens
Miconia capitellata
Torenia burttiana
Schoutenia kunstleri
Symplocos appressa
Geissois bradfordii
Biscutella rotgesii
Vernonia congolensis
Hedyosmum correanum
Dillenia megalantha
Ixora marquesensis
Aglaia forbesii
Amphiblemma letouzeyi
Mikania harlingii
Syzygium spissum
Magnolia guanacastensis
Sorbus eystettensis
Horsfieldia polyspherula
Zamia fischeri
Piper mexiae
Pavetta nitidissima
Aster quitensis
Varronia rupicola
Vriesea camptoclada
Englerina heckmanniana
Cecropia longipes
Freziera caesariata
Berberis hyperythra
Barleria rhynchocarpa
Trachyandra erythrorrhiza
Pinus oocarpa
Epidendrum insulanum
Huperzia hastata
Sorbus pseudosemiincisa
Euphorbia stokesii
Zamia cunaria
Alphonsea monogyna
Abies guatemalensis
Schefflera albido-bracteata
Dryopteris oligodonta
Eragrostis muerensis
Aloe gilbertii
Sparganium erectum
Cypripedium taibaiense
Eriosyce esmeraldana
Nepenthes rajah
Syzygium wrightii
Polygonum toktogulicum
Abies ernestii
Miconia scabra
Diospyros barteri
Sloanea gracilis
Connarus ecuadorensis
Paphiopedilum bellatulum
Anthurium miniatum
Stenocereus beneckei
Delonix decaryi
Cycas cupida
Duvaliandra dioscoridis
Tragopogon fibrosus
Prunus ramburii
Vepris mandangoa
Scalesia crockeri
Ixonanthes chinensis
Sorbus teodori
Aglaia parksii
Guarea jamaicensis
Coryphantha cornifera
Triolena pedemontana
Echinopsis hertrichiana
Bystropogon maderensis
Mentha spicata
Hemipilia crassicalcara
Gravesia pulchra
Myristica pachycarpidia
Ranunculus hederaceus
Mundulea viridis
Diospyros cherrieri
Dypsis hiarakae
Brachychiton velutinosus
Tetrorchidium brevifolium
Encholirium spectabile
Centaurea attica
Rothmannia ebamutensis
Anacampseros decapitata
Stenostomum sintenisii
Guarea caulobotrys
Glomera subeciliata
Pimenta podocarpoides
Camellia mileensis
Saurauia villosa
Hordeum cordobense
Carpinus paohsingensis
Eremospatha cuspidata
Cajanus cajanifolius
Manilkara longifolia
Palicourea anderssoniana
Juniperus chinensis
Zabelia corymbosa
Coursetia brachyrachis
Aralia tibetana
Elytrophorus spicatus
Pinus strobiformis
Terminalia benzoin
Dichilanthe zeylanica
Eugenia ngadimaniana
Solidago houghtonii
Centropogon rimbachii
Terminalia hararensis
Erysimum brachycarpum
Magnolia fraseri
Hopea exalata
Chrysodracon hawaiiensis
Gasteranthus tenellus
Oenanthe globulosa
Phyllanthus conjugatus
Astragalus molybdenus
Eragrostis perbella
Cotylelobium burckii
Tephrosia jamnagarensis
Tinospora mossambicensis
Dicraeia dichotoma
Diospyros gambleana
Echidnopsis inconspicua
Ellipanthus madagascariensis
Pinus pumila
Syringa vulgaris
Ochrosia inventorum
Magnolia lanuginosoides
Syzygium beddomei
Lithops hermetica
Canavalia veillonii
Stylochaeton pilosus
Xylosma kaalaense
Huilaea kirkbridei
Alisma gramineum
Dracaena floribunda
Dendropanax sessiliflorus
Cycas desolata
Eriosema englerianum
Tabebuia anafensis
Pediocactus peeblesianus
Anthodiscus montanus
Ceratozamia miqueliana
Glomera latipetala
Rollinia dolichopetala
Comocladia parvifoliola
Ilex anonoides
Siparuna cascada
Petchia africana
Trifolium masaiense
Couratari asterotricha
Colchicum leptanthum
Laccosperma korupensis
Vasconcellea sprucei
Asparagus dauricus
Polystachya shega
Tetrorchidium microphyllum
Oreogrammitis austroindica
Couratari guianensis
Euphorbia herbstii
Salvinia cucullata
Seseli saxicolum
Sideroxylon stevensonii
Leucadendron strobilinum
Geissois belema
Larix gmelinii
Abarema centiflora
Aralia malabarica
Centaurea horrida
Pittosporum aliferum
Micropholis grandiflora
Aconitum violaceum
Eugenia acutissima
Froelichia juncea
Sorbus haesitans
Dictyosperma conjugatum
Loxococcus rupicola
Carex sartwellii
Pimenta richardii
Astronidium pallidiflorum
Cadiscus aquaticus
Couratari sandwithii
Catalpa brevipes
Matucana oreodoxa
Cyrtandra mareensis
Rochefortia acrantha
Passiflora zamorana
Commiphora monoica
Berberis pindilicensis
Curcuma vitellina
Centaurea hajastana
Dintera pterocaulis
Horsfieldia maxima
Bobea timonioides
Hemipilia cruciata
Operculicarya hyphaenoides
Aconitum chasmanthum
Euphorbia roseana
Horsfieldia macrocarya
Juglans californica
Quiabentia zehntneri
Eugenia cyrtophylloides
Cupaniopsis globosa
Bauhinia pervilleana
Gastrodia tuberculata
Cupressus sempervirens
Tillandsia atroviolacea
Magnolia wolfii
Mammillaria duoformis
Ixora foliosa
Eriophorum callitrix
Cyanea minutiflora
Dendrophthora thomasii
Brassica macrocarpa
Sorbus vertesensis
Vanda hindsii
Monactis pallatangensis
Cyanea truncata
Polyscias prolifera
Ardisia blatteri
Abies cephalonica
Ilex chuniana
Echium hypertropicum
Allium aethusanum
Discocactus zehntneri
Cypripedium candidum
Armoracia rusticana
Cypripedium debile
Lupinus micranthus
Betula schmidtii
Maerua acuminata
Micranthocereus polyanthus
Achillea millefolium
Juniperus angosturana
Mimetes chrysanthus
Cleistocactus chrysocephalus
Monopyle paniculata
Popowia velutina
Eriosema letouzeyi
Conostegia subprocera
Eriocaulon truncatum
Ginoria nudiflora
Freziera biserrata
Heinsenia diervilleoides
Cupaniopsis acuticarpa
Hypericum fissurale
Calceolaria gossypina
Picea spinulosa
Pittosporum senacia
Psychotria dasyophthalma
Stonesia gracilis
Stenandrium carolinae
Coleochloa domensis
Amorphophallus synandrifer
Launaea crepoides
Juniperus pseudosabina
Areca abdulrahmanii
Hieracium debile
Semecarpus acuminata
Aristolochia cucurbitoides
Bellevalia pelagica
Disperis nitida
Nerium oleander
Tabernaemontana persicariifolia
Anaphalis beddomei
Browningia candelaris
Malpighia proctorii
Platydesma rostrata
Miconia dissimulans
Bactris coloniata
Avena strigosa
Melicope lydgatei
Nectandra pseudocotea
Keraymonia pinnatifolia
Pereskia portulacifolia
Rinorea pectino-squamata
Anogeissus bentii
Silene diclinis
Baccharis huairacajensis
Saccharum ravennae
Vicia orobus
Nardia huerlimannii
Eryngium viviparum
Callitriche brutia
Juniperus urbaniana
Dacryodes kingii
Hordeum euclaston
Coussarea spiciformis
Llerasia fuliginea
Cyrtandra waiolani
Santalum album
Carex livida
Brahea brandegeei
Pyrus sicanorum
Quercus buckleyi
Dioon angustifolium
Newmania serpens
Nepenthes hirsuta
Aloe kilifiensis
Cypripedium bardolphianum
Glochidion papenooense
Cordia troyana
Hymenodictyon louhavate
Orophea palawanensis
Commiphora ornifolia
Pouteria peruviensis
Ionopsidium savianum
Viburnum hondurense
Cupressus macrocarpa
Moehringia hypanica
Hydrocotyle tambalomaensis
Ilex longzhouensis
Vepris hanangensis
Tricalysia obstetrix
Neurolepis villosa
Cephaelis peruviana
Pitcairnia dodsonii
Canavalia napaliensis
Pachycereus hollianus
Ixora scheffleri
Lasianthus oliganthus
Aloe canarina
Cephalotus follicularis
Monopetalanthus compactus
Fleischmannia lloensis
Aloe lindenii
Sclerocactus scheeri
Centropogon zamorensis
Mappia racemosa
Bulbophyllum bifarium
Psephellus pecho
Aponogeton ranunculiflorus
Microcos globulifera
Drypetes leiogyna
Rinorea bicornuta
Suregada lithoxyla
Euonymus paniculatus
Weinmannia microphylla
Gnetum giganteum
Eleocharis compressa
Horsfieldia oviflora
Pittosporum dallii
Diospyros trisulca
Asplenium jahandiezii
Carum foetidum
Xanthostemon verdugonianus
Sideritis serrata
Iris boissieri
Casearia mexiae
Opuntia aciculata
Sloanea suaveolens
Cleistanthus lanuginosus
Cryptotaenia calycina
Foetidia sambiranensis
Hydrobryum tardhuangense
Coincya rupestris
Zamia inermis
Pritchardia munroi
Puccinellia raroflorens
Mammillaria wagneriana
Allium roylei
Androcymbium psammophilum
Ilex schliebenii
Leptonychia moyesiae
Bupleurum dianthifolium
Discoclaoxylon occidentale
Zehnderia microgyna
Hopea aequalis
Pinus hwangshanensis
Cycas tansachana
Lasianthus kilimandscharicus
Hopea chinensis
Pittosporum collinum
Primula apennina
Ceramium templetonii
Elaeocarpus fraseri
Eurya zigzag
Gaertnera ternifolia
Horsfieldia punctatifolia
Pandanus decumbens
Tristaniopsis yateensis
Anthurium rhizophorum
Tabebuia oligolepis
Neostapfiella chloridiantha
Osmoxylon miquelli
Asparagus maritimus
Ruellia paulayana
Cycas yorkiana
Solenanthus reverchonii
Mammillaria zeilmanniana
Lettowianthus stellatus
Araucaria rulei
Myristica conspersa
Cnidoscolus matosii
Hibiscadelphus hualalaiensis
Schiedea helleri
Rollinia occidentalis
Abies koreana
Damasonium bourgaei
Phlomis brevibracteata
Rhodognaphalon schumannianum
Thelypteris tetragona
Callitris endlicheri
Nothopegia aureo-fulva
Callitriche cribrosa
Adinandra corneriana
Neolitsea kedahense
Shorea bentongensis
Ilex praetermissa
Rhipsalis hoelleri
Coffea mcphersonii
Eugenia pachychlamys
Piper supernum
Hopea pentanervia
Nepenthes insignis
Laurencia densissima
Oreopanax lempiranus
Miconia hexamera
Euphorbia biaculeata
Cycas clivicola
Eucrosia dodsonii
Asplenium dielmannii
Thymelaea broteriana
Nasa glabra
Paphiopedilum parnatanum
Ornithogalum fuscescens
Dipterocarpus fagineus
Arenaria ludlowii
Coryphantha maiz-tablasensis
Homalium lacticum
Naufraga balearica
Euodia robusta
Pentacalia zakii
Boswellia dioscoridis
Cryptanthus pseudoscaposus
Aequatorium rimachianum
Guioa reticulata
Mammillaria capensis
Salacia uregaensis
Ilex costaricensis
Schefflera troyana
Centaurea caroli-henrici
Cneorum tricoccon
Dichapetalum costaricense
Belairia parvifolia
Miconia corazonica
Stenostomum lucidum
Vatica oblongifolia
Maytenus curtissii
Pinus nigra
Bossiaea lenticularis
Eriocaulon aethiopicum
Bombax polystemon
Eschweilera beebei
Podocarpus ridleyi
Scilla odorata
Tillandsia marnieri-lapostollei
Psilotrichum aphyllum
Ilex paraguariensis
Acanthephippium sinense
Sorbus hazslinszkyana
Piper schuppii
Terminalia acuminata
Centaurea daralagoezica
Colchicum mirzoevae
Chionanthus linocieroides
Malus yunnanensis
Lindmania savannensis
Barleria perrieri
Euphorbia hanapepensis
Glyptopetalum palawanense
Gagea lacaitae
Hernandia moerenhoutiana
Pedicularis flexosoides
Weinmannia ouaiemensis
Wrightia lecomtei
Zamia soconuscensis
Aloe erinacea
Freziera smithiana
Hieracium lucidum
Coussapoa floccosa
Naucleopsis oblongifolia
Amphitecna sessilifolia
Dypsis scottiana
Cupressus dupreziana
Sclerocactus erectocentrus
Indigofera ankaratrensis
Lagerstroemia langkawiensis
Microtropis longipetiolatus
Nesogordonia thouarsii
Palaquium impressionervium
Iris yebrudii
Scolopia steenisiana
Hopea johorensis
Salix xanthicola
Aerangis macrocentra
Euphorbia ankaranae
Calophyllum inophyllum
Farmeria indica
Glochidion nadeaudii
Pancheria ouaiemensis
Guarea mayombensis
Mangifera persiciformis
Hydrocotyle hexagona
Bauhinia stenantha
Ocotea catharinensis
Cassipourea eketensis
Euphorbia boiteaui
Tylostigma nigrescens
Homalium betulifolium
Osmoxylon corneri
Marsilea villosa
Xanthocyparis nootkatensis
Fissistigma cupreonitens
Aloe grisea
Isoetes nigroreticulata
Topobea eplingii
Hopea hongayanensis
Weberbauerocereus cephalomacrostibas
Micropholis polita
Vatica nitens
Chloroleucon chacoense
Dissotis pterocaulos
Bulbophyllum auriflorum
Lilium rhodopeum
Operculicarya multijuga
Symplocos diversifolia
Cicer bijugum
Weberocereus bradei
Posidonia australis
Dioscorea proteiformis
Vatica globosa
Halocarpus kirkii
Quercus pacifica
Allium drusorum
Rorippa millefolia
Pachycereus gatesii
Cyperus afromontanus
Parmentiera cereifera
Ameroglossum pernambucense
Codia albifrons
Parkinsonia peruviana
Basselinia gracilis
Myrcia clavija
Terminalia archipelagi
Elaphoglossum angulatum
Melilotus serratifolius
Pteromonnina fosbergii
Cinchona mutisii
Harpalyce cubensis
Rumex ginii
Stemmacantha cynaroides
Prunus angustifolia
Weigela subsessilis
Diospyros crassiflora
Vatica affinis
Koilodepas wallichianum
Drypetes tessmanniana
Ledebouria insularis
Tillandsia limbata
Mammillaria petrophila
Pseuduvaria prainii
Ephedra aspera
Anarthrophyllum rigidum
Polytrias indica
Tapeinosperma campanula
Aethionema grandiflorum
Acer negundo
Pfeiffera brevispina
Angraecum penzigianum
Acanthosyris asipapote
Galanthus koenenianus
Laurelia sempervirens
Helicia peekelii
Indigofera peltieri
Pouteria sipapoensis
Ocotea otuzcensis
Atractocarpus platyxylon
Myristica ceylanica
Ammannia quadriciliata
Cyperus chionocephalus
Jollydora pierrei
Latania lontaroides
Pinus luzmariae
Dicliptera cicatricosa
Psychotria stenophylla
Hypericum sherriffii
Dactylorhiza foliosa
Lupinus luteus
Goniolithon alternans
Podonephelium davidsonii
Rhodospatha robusta
Thesium bundiense
Miqueliopuntia miquelii
Weinmannia loxensis
Pancheria ferruginea
Inula acaulis
Carissa sechellensis
Pimpinella tirupatiensis
Saurauia laxiflora
Passiflora sodiroi
Tinnea mirabilis
Allophylus zeylanicus
Joosia aequatoria
Verbascum capitis-viridis
Camellia stuartiana
Pavetta mollissima
Namibia cinerea
Pinus cembra
Anthurium plantagineum
Halodule ciliata
Calceolaria ferruginea
Alvaradoa jamaicensis
Crataegus knorringiana
Aglaia argentea
Euphorbia olowaluana
Gagea peruzzii
Centropogon chontalensis
Mimosa verrucosa
Nesoluma st.-johnianum
Athyana weinmannifolia
Oenanthe silaifolia
Symplocos hispidula
Fagus longipetiolata
Archidendron vaillantii
Aconitum heterophyllum
Parodia alacriportana
Ruppia cirrhosa
Gasteranthus macrocalyx
Asplundia fagerlindii
Dissotis urundiensis
Eriocaulon gregatum
Syagrus ruschiana
Festuca parciflora
Aglaia euryanthera
Ilex caniensis
Eriosyce subgibbosa
Werauhia broadwayi
Quercus palmeri
Acanthus ebracteatus
Bacopa monnieri
Canarium littorale
Parodia leninghausii
Manilkara decrescens
Oxytropis birirensis
Anthurium tenuicaule
Iris hermona
Eriosyce aurata
Semecarpus coriacea
Anthurium geniculatum
Utricularia tetraloba
Dioscorea maciba
Rhipsalis russellii
Tarenna pembensis
Actinidia pilosula
Deschampsia robusta
Plagiogyria assurgens
Scalesia helleri
Draba violacea
Lepidagathis mucida
Gypsophila robusta
Chrysodracon fernaldii
Euphorbia boissieri
Oxera crassifolia
Cassipourea brittoniana
Parodia stockingeri
Hyptis pseudoglauca
Lagerstroemia anisoptera
Justicia rodgersii
Emilia abyssinica
Matelea harlingii
Alisma lanceolatum
Mimosa taimbensis
Juncus effusus
Ilex attenuata
Anaxagorea phaeocarpa
Pavetta kyimbilensis
Elattostachys rubrofructus
Lepilaena marina
Daemonorops schlechteri
Geissorhiza lithicola
Bupleurum capillare
Schlumbergera kautskyi
Butea lutea
Asplundia nonoensis
Jacobaea trapezuntina
Onopordum nogalesii
Piper nebuligaudens
Rhizophora apiculata
Anthurium albidum
Hildegardia ankaranensis
Monnina loxensis
Camellia grandibracteata
Anthurium pellucidopunctatum
Eremolaena humblotiana
Salacia lehmbachii
Pfeiffera crenata
Cyrtomium nephrolepioides
Dypsis monostachya
Ceratozamia matudae
Podocarpus elatus
Diospyros acuminata
Pancheria humboldtiana
Parodia werdermanniana
Schoutenia cornerii
Gentianella profusa
Ruta microcarpa
Browningia columnaris
Brucea macrocarpa
Manilkara lososiana
Dypsis lutescens
Melocactus praerupticola
Peperomia valladolidana
Selaginella lewalleana
Xanthophyllum sulphureum
Vatica rhynchocarpa
Guarea cristata
Myristica simulans
Tephrosia rechingeri
Symplocos peruviana
Dracaena umbraculifera
Codia jaffrei
Blepharis reekmansii
Perrierodendron quartzitorum
Anthonotha obanensis
Capsicum frutescens
Caladenia dundasiae
Podocarpus macrophyllus
Pinus wangii
Barbarea verna
Disperis lanceolata
Vatica obovata
Ilex cookii
Nasa jungifolia
Guioa palawanica
Iris nigricans
Platylobium alternifolium
Litsea hirsutissima
Aegiphila caymanensis
