iucn_status_code,genus,species,common_names
DD,Monodora,macrantha,kuripiassa
LR/lc,Pterocarpus,brenanii,mumphungo
LR/lc,Pterocarpus,brenanii,momba
LR/lc,Cassia,afrofistula,
LR/lc,Cassia,patentipila,
DD,Millettia,mossambicensis,quanikali
LR/lc,Ozoroa,mossambicensis,
LR/lc,Ozoroa,reticulata,
DD,Hexalobus,mossambicensis,lonti
DD,Hexalobus,mossambicensis,n'lonki
DD,Hexalobus,mossambicensis,melonzii
DD,Hexalobus,mossambicensis,nencopilo
DD,Maerua,acuminata,
LC,Maerua,andradae,tefa
DD,Maerua,brunnescens,mecundo
DD,Maerua,scandens,
LR/lc,Elaeodendron,fruticosum,
LR/lc,Maytenus,mossambicensis,mkwakwata
LR/lc,Maytenus,gurueensis,mkwakwata
LR/lc,Maytenus,mossambicensis,chalhangua
LR/lc,Maytenus,gurueensis,chalhangua
DD,Pteleopsis,barbosae,
LR/lc,Thespesiopsis,mossambicensis,
DD,Memecylon,sessilicarpum,
DD,Ochna,angustata,
DD,Ochna,beirensis,
DD,Ziziphus,pubescens,
DD,Cassipourea,obovata,
DD,Vepris,allenii,
DD,Glyphaea,tomentosa,
EN,Grewia,limae,
DD,Grewia,transzambesica,n'kentreia
DD,Grewia,transzambesica,calangue
DD,Grewia,transzambesica,theja
VU,Khaya,senegalensis,ono;dry zone mahogany
VU,Khaya,senegalensis,oganwo;dry zone mahogany
VU,Khaya,senegalensis,african mahogany;dry zone mahogany
VU,Khaya,senegalensis,benin mahogany;dry zone mahogany
VU,Khaya,senegalensis,bandoro;dry zone mahogany
VU,Khaya,senegalensis,akuk;dry zone mahogany
VU,Khaya,senegalensis,madachi;dry zone mahogany
VU,Khaya,senegalensis,senegal mahogany;dry zone mahogany
VU,Khaya,senegalensis,diala-iri;dry zone mahogany
VU,Khaya,senegalensis,;dry zone mahogany
VU,Khaya,senegalensis,ogwango;dry zone mahogany
VU,Khaya,senegalensis,dry zone mahogany;dry zone mahogany
VU,Khaya,grandifoliola,akuk;large-leaved mahogany
VU,Khaya,grandifoliola,senegal mahogany;large-leaved mahogany
VU,Khaya,grandifoliola,ogwango;large-leaved mahogany
VU,Khaya,grandifoliola,african mahogany;large-leaved mahogany
VU,Khaya,grandifoliola,large-leaved mahogany;large-leaved mahogany
VU,Khaya,grandifoliola,benin mahogany;large-leaved mahogany
VU,Khaya,grandifoliola,diala-iri;large-leaved mahogany
VU,Khaya,grandifoliola,kruba;large-leaved mahogany
VU,Khaya,grandifoliola,acajou;large-leaved mahogany
VU,Khaya,grandifoliola,krumben;large-leaved mahogany
VU,Khaya,grandifoliola,ahafo;large-leaved mahogany
VU,Nesogordonia,papaverifera,naouya
VU,Nesogordonia,papaverifera,kondofindo
VU,Nesogordonia,papaverifera,
VU,Nesogordonia,papaverifera,arborbora
VU,Nesogordonia,papaverifera,
VU,Nesogordonia,papaverifera,otutu
VU,Nesogordonia,papaverifera,danta
VU,Nesogordonia,papaverifera,
VU,Nesogordonia,papaverifera,
VU,Nesogordonia,papaverifera,
VU,Nesogordonia,papaverifera,abumana
VU,Nesogordonia,papaverifera,epro
VU,Nesogordonia,papaverifera,akumaba
LR/lc,Triplochiton,scleroxylon,samba
LR/lc,Triplochiton,scleroxylon,arere
LR/lc,Triplochiton,scleroxylon,obeche
LR/lc,Triplochiton,scleroxylon,abachi
LR/lc,Triplochiton,scleroxylon,ayous
LR/lc,Triplochiton,scleroxylon,wawa
VU,Canarium,pseudodecumanum,jelapat gala-gala semut
VU,Canarium,pseudodecumanum,kedondong kemasul
VU,Canarium,pseudodecumanum,kedondong
VU,Canarium,pseudodecumanum,han
VU,Canarium,pseudodecumanum,tandikat
VU,Canarium,pseudodecumanum,damar kangar
VU,Canarium,pseudodecumanum,pomatodon
VU,Canarium,pseudodecumanum,damar likat
VU,Tapura,neglecta,
LR/nt,Buxus,colchica,
VU,Homalium,dalzielii,
EN,Diospyros,feliciana,
VU,Baphia,heudelotiana,
VU,Fleurydora,felicis,
VU,Dacryodes,igaganga,igaganga
VU,Homalium,ogoouense,
LR/nt,Daniellia,klainei,lonlaviol
EN,Monocyclanthus,vignei,
EN,Hunteria,ghanensis,
EN,Dalbergia,setifera,
EN,Hymenostegia,gracilipes,
EN,Lecaniodiscus,punctatus,
EN,Placodiscus,attenuatus,
VU,Cola,umbratilis,tananfrobere
VU,Afrostyrax,lepidophyllus,duagyenne
CR,Aubregrinia,taiensis,duatadwe-kese
CR,Aubregrinia,taiensis,zankoressou
VU,Croton,aubrevillei,
VU,Gluema,ivorensis,nsudua
NT,Hymenostegia,aubrevillei,
VU,Tapura,ivorensis,
VU,Pseudagrostistachys,africana,
EN,Pteleopsis,habeensis,
CR,Talbotiella,gentii,takorowanua
EN,Vepris,heterophylla,
VU,Allexis,cauliflora,
VU,Salacia,miegei,
EN,Hemandradenia,chevalieri,
VU,Drypetes,singroboensis,opaha-akoa
VU,Macaranga,beillei,
VU,Macaranga,beillei,tofe
VU,Homalium,patoklaense,
VU,Cassia,aubrevillei,akofiamenda
EN,Cassia,fikifiki,fiki fiki
EN,Cassia,fikifiki,fikifiki
VU,Gilbertiodendron,robynsianum,
VU,Strychnos,millepunctata,
VU,Turraea,adjanohounii,
VU,Eugenia,tabouensis,
VU,Cassipourea,hiotou,hiotou
EN,Fagara,mezoneurospinosa,
VU,Teclea,carpopunctifera,
VU,Zanthoxylum,atchoum,atchoum
EN,Zanthoxylum,psammophilum,
VU,Synsepalum,aubrevillei,asaa-nini
EN,Synsepalum,tsounkpe,tsounkpe
LR/lc,Rhaptopetalum,beguei,
VU,Gymnostemon,zaizou,
VU,Gymnostemon,zaizou,
VU,Gymnostemon,zaizou,
VU,Gymnostemon,zaizou,gouatoue
VU,Gymnostemon,zaizou,zaissou
VU,Gymnostemon,zaizou,zale
EX,Byttneria,ivorensis,
EN,Cola,attiensis,aoussou
EN,Cola,attiensis,aouchou
EN,Cola,lourougnonis,
VU,Premna,grandifolia,
VU,Pavetta,lasioclada,
VU,Gilletiodendron,glandulosum,kololo;kololu
VU,Gilletiodendron,glandulosum,kololu;kololu
VU,Gilletiodendron,glandulosum,;kololu
VU,Leplaea,thompsonii,black guarea;black guarea
VU,Leplaea,thompsonii,kwabohoro;black guarea
VU,Leplaea,thompsonii,;black guarea
VU,Leplaea,thompsonii,obobo;black guarea
VU,Leplaea,thompsonii,;black guarea
VU,Leplaea,thompsonii,kwadwuma;black guarea
VU,Leplaea,cedrata,bosse;scented guarea
VU,Leplaea,cedrata,scented guarea;scented guarea
VU,Leplaea,cedrata,obobo;scented guarea
VU,Leplaea,cedrata,;scented guarea
VU,Leplaea,cedrata,kwabohoro;scented guarea
VU,Leplaea,cedrata,bos;scented guarea
VU,Leplaea,cedrata,;scented guarea
VU,Khaya,ivorensis,african mahogany;african mahogany
VU,Khaya,ivorensis,dubini;african mahogany
VU,Khaya,ivorensis,ono;african mahogany
VU,Khaya,ivorensis,ogwango;african mahogany
VU,Khaya,ivorensis,lagos mahogany;african mahogany
VU,Khaya,ivorensis,dukuma fufu;african mahogany
VU,Khaya,ivorensis,acajou d'afrique;african mahogany
VU,Khaya,ivorensis,munyama;african mahogany
VU,Khaya,anthotheca,munyama;african mahogany
VU,Khaya,anthotheca,ogwango;african mahogany
VU,Khaya,anthotheca,african mahogany;african mahogany
VU,Khaya,anthotheca,acajou blanc;african mahogany
VU,Khaya,anthotheca,acajou d'afrique;african mahogany
VU,Khaya,anthotheca,anthotheca;african mahogany
VU,Khaya,anthotheca,mbamba;african mahogany
VU,Khaya,anthotheca,dubini;african mahogany
VU,Khaya,anthotheca,dukuma fufu;african mahogany
VU,Khaya,anthotheca,krumben;african mahogany
VU,Khaya,anthotheca,white mahogany;african mahogany
VU,Entandrophragma,utile,efoobrodedwo
VU,Entandrophragma,utile,
VU,Entandrophragma,utile,sipo
VU,Entandrophragma,utile,ijebu
VU,Entandrophragma,utile,utile
VU,Entandrophragma,utile,efuodwe
VU,Entandrophragma,utile,kosi-kosi
VU,Entandrophragma,utile,okeong
VU,Entandrophragma,utile,mufumbi
VU,Aristogeitonia,monophylla,
VU,Dicraeopetalum,stipulare,
NT,Delonix,baccal,poinciana;poinciana
NT,Delonix,baccal,balanga;poinciana
NT,Delonix,baccal,bakal;poinciana
VU,Sclerocarya,gillettii,dananiu
VU,Sclerocarya,gillettii,huda-hudo loni
VU,Uvariodendron,anisatum,mutonga
VU,Uvariodendron,anisatum,mutongu
EN,Uvariodendron,gorgonis,
VU,Polyscias,kikuyuensis,parasol tree;parasol tree
VU,Polyscias,kikuyuensis,mukanya;parasol tree
VU,Polyscias,kikuyuensis,auwe;parasol tree
VU,Polyscias,kikuyuensis,aul;parasol tree
VU,Polyscias,kikuyuensis,kwaluk;parasol tree
VU,Polyscias,kikuyuensis,mutati;parasol tree
VU,Polyscias,kikuyuensis,ewondet;parasol tree
VU,Polyscias,kikuyuensis,mu;parasol tree
VU,Polyscias,kikuyuensis,aoun;parasol tree
VU,Polyscias,kikuyuensis,lamedi;parasol tree
VU,Polyscias,kikuyuensis,mukurukuru;parasol tree
VU,Polyscias,kikuyuensis,aounet;parasol tree
VU,Polyscias,kikuyuensis,olyalilingi;parasol tree
VU,Polyscias,kikuyuensis,muachet;parasol tree
LR/nt,Ellipanthus,hemandradenioides,mwaanyiza
LR/nt,Ellipanthus,hemandradenioides,moganji
LR/nt,Ellipanthus,hemandradenioides,muwari
LR/nt,Croton,talaeporos,cantamalung
LR/nt,Croton,talaeporos,msinduzi
VU,Albizia,tanganyicensis,isari
VU,Albizia,tanganyicensis,ndovu
VU,Albizia,tanganyicensis,mushabe
VU,Albizia,tanganyicensis,mchani
VU,Albizia,tanganyicensis,isavi
VU,Albizia,tanganyicensis,kethekajuu
VU,Baphia,keniensis,
NT,Dalbergia,eremicola,dheydhey
NT,Dalbergia,eremicola,deidei
VU,Millettia,oblata,mwava
VU,Memecylon,teitense,
VU,Psychotria,crassipetala,
VU,Psychotria,petitii,
VU,Psychotria,taitensis,
VU,Diphasiopsis,fadenii,kimuu
EN,Cola,octoloboides,
VU,Monopetalanthus,compactus,
EN,Warburgia,elongata,
VU,Allanblackia,ulugurensis,
EN,Garcinia,bifasciculata,
VU,Garcinia,semseii,
VU,Mammea,usambarensis,
EN,Baphia,pauloi,
EN,Baphia,puguensis,
VU,Stuhlmannia,moavi,mkwizingi
VU,Zenkerella,egregia,
VU,Kotschya,platyphylla,
EN,Millettia,micans,
VU,Millettia,semseii,
VU,Millettia,sericantha,
VU,Erythrina,haerdii,
VU,Cynometra,brachyrrhachis,
VU,Cynometra,engleri,
VU,Cynometra,longipedicellata,
EN,Cynometra,ulugurensis,
VU,Hirtella,zanzibarica,
VU,Pavetta,axillipara,
VU,Pavetta,sparsipila,
VU,Camptolepis,ramiflora,geedcad
VU,Pierreodendron,kerstingii,fotie-nua
VU,Daniellia,oblonga,
EN,Mansonia,altissima,mansonia
EN,Mansonia,altissima,oprono
EN,Mansonia,altissima,
DD,Zanthoxylum,integrifoliolum,
LR/lc,Calophyllum,tetrapterum,cong vay oc
LR/lc,Calophyllum,tetrapterum,tanghon
LR/lc,Calophyllum,tetrapterum,bintangor kuning
NT,Prumnopitys,harmsiana,uncumanu;uncumanu
NT,Prumnopitys,harmsiana,diablo fuerte;uncumanu
NT,Prumnopitys,harmsiana,aymilla;uncumanu
NT,Prumnopitys,harmsiana,pino chaquiro;uncumanu
NT,Prumnopitys,harmsiana,ulcumano;uncumanu
NT,Prumnopitys,harmsiana,rromerillo rosado;uncumanu
NT,Prumnopitys,harmsiana,romerillo colorado;uncumanu
VU,Polylepis,multijuga,
VU,Polylepis,racemosa,
VU,Polylepis,subsericans,
EN,Amburana,cearensis,ishpingo;umburana do cheiro
EN,Amburana,cearensis,;umburana do cheiro
EN,Amburana,cearensis,;umburana do cheiro
EN,Amburana,cearensis,roble del pais;umburana do cheiro
EN,Amburana,cearensis,amburana;umburana do cheiro
EN,Amburana,cearensis,;umburana do cheiro
EN,Amburana,cearensis,cerejeira;umburana do cheiro
EN,Amburana,cearensis,umburana do cheiro;umburana do cheiro
EN,Amburana,cearensis,;umburana do cheiro
VU,Cedrela,odorata,cedrat;spanish cedar
VU,Cedrela,odorata,red cedar;spanish cedar
VU,Cedrela,odorata,atoreb;spanish cedar
VU,Cedrela,odorata,koperi;spanish cedar
VU,Cedrela,odorata,spanish cedar;spanish cedar
VU,Cedrela,odorata,acajou rouge;spanish cedar
VU,Cedrela,odorata,ceder;spanish cedar
VU,Cedrela,odorata,cigar-box wood;spanish cedar
VU,Cedrela,odorata,cedrela;spanish cedar
VU,Cedrela,odorata,cedro rojo;spanish cedar
VU,Cedrela,odorata,acajou-bois;spanish cedar
VU,Cedrela,odorata,akuyari;spanish cedar
VU,Swietenia,macrophylla,big leaf mahogany;big leaf mahogany
VU,Swietenia,macrophylla,bigleaf mahogany;big leaf mahogany
VU,Swietenia,macrophylla,big-leaf mahogany;big leaf mahogany
VU,Swietenia,macrophylla,;big leaf mahogany
VU,Swietenia,macrophylla,;big leaf mahogany
VU,Swietenia,macrophylla,acajou;big leaf mahogany
VU,Swietenia,macrophylla,cedroi;big leaf mahogany
VU,Swietenia,macrophylla,honduras mahogany;big leaf mahogany
VU,Swietenia,macrophylla,large-leaved mahogany;big leaf mahogany
VU,Swietenia,macrophylla,mogno;big leaf mahogany
VU,Swietenia,macrophylla,;big leaf mahogany
VU,Swietenia,macrophylla,caoba;big leaf mahogany
VU,Swietenia,macrophylla,mara;big leaf mahogany
VU,Swietenia,macrophylla,brazilian mahogany;big leaf mahogany
VU,Swietenia,macrophylla,mahogani grands feuilles;big leaf mahogany
LR/lc,Maclura,braziliensis,
LR/lc,Alstonia,scholaris,lame putih;white cheesewood
LR/lc,Alstonia,scholaris,mo cua;white cheesewood
LR/lc,Alstonia,scholaris,ruith;white cheesewood
LR/lc,Alstonia,scholaris,satba;white cheesewood
LR/lc,Alstonia,scholaris,pule;white cheesewood
LR/lc,Alstonia,scholaris,cay sua;white cheesewood
LR/lc,Alstonia,scholaris,sataban;white cheesewood
LR/lc,Alstonia,scholaris,sat thba;white cheesewood
LR/lc,Alstonia,scholaris,dita;white cheesewood
LR/lc,Alstonia,scholaris,milkwood pine;white cheesewood
LR/lc,Alstonia,scholaris,tin pet dam;white cheesewood
LR/lc,Alstonia,scholaris,pulai itam;white cheesewood
LR/lc,Alstonia,scholaris,tin pet;white cheesewood
LR/lc,Alstonia,scholaris,tin pet khao;white cheesewood
LR/lc,Alstonia,scholaris,blackboard tree;white cheesewood
LR/lc,Alstonia,scholaris,waser;white cheesewood
LR/lc,Alstonia,scholaris,geceh;white cheesewood
LR/lc,Alstonia,scholaris,pulai lilin;white cheesewood
LR/lc,Alstonia,scholaris,white cheesewood;white cheesewood
LR/lc,Alstonia,scholaris,puulaa puu teh;white cheesewood
LR/lc,Alstonia,scholaris,sath taba;white cheesewood
LR/lc,Alstonia,scholaris,teenpet khaao;white cheesewood
LR/lc,Alstonia,scholaris,tin pet;white cheesewood
DD,Diospyros,ebenum,indian ebony;indian ebony
EN,Hirtella,enneandra,
VU,Gustavia,speciosa,
VU,Eschweilera,rimbachii,
VU,Gustavia,pubescens,
EN,Gustavia,serrata,
CR,Carpinus,putoensis,puto hornbeam;puto hornbeam
CR,Carpinus,putoensis,putuo eerli;puto hornbeam
CR,Ostrya,rehderiana,tian mu tie mu
VU,Hopea,odorata,khaen huea
VU,Hopea,odorata,takien
VU,Hopea,odorata,gagil
VU,Hopea,odorata,chue ngaa
VU,Hopea,odorata,merawan
VU,Hopea,odorata,koki msao
VU,Hopea,odorata,sao den
VU,Hopea,odorata,ta khian thong
VU,Hopea,odorata,chue ngaa
VU,Hopea,odorata,cengal pasir
VU,Hopea,odorata,takien
EN,Dalbergia,oliveri,cam lai
LR/lc,Shorea,siamensis,light red meranti;light red meranti
LR/lc,Shorea,siamensis,red lauan;light red meranti
LR/lc,Shorea,siamensis,rang;light red meranti
LR/lc,Shorea,siamensis,dark red meranti;light red meranti
CR,Chordospartium,muritai,coastal tree broom;coastal tree broom
VU,Intsia,bijuga,go nuoc;moluccan ironwood
VU,Intsia,bijuga,ajar;moluccan ironwood
VU,Intsia,bijuga,merbau ipil;moluccan ironwood
VU,Intsia,bijuga,ifil;moluccan ironwood
VU,Intsia,bijuga,vesi;moluccan ironwood
VU,Intsia,bijuga,borneo teak;moluccan ironwood
VU,Intsia,bijuga,lumpaw;moluccan ironwood
VU,Intsia,bijuga,kwila;moluccan ironwood
VU,Intsia,bijuga,merbau asam;moluccan ironwood
VU,Intsia,bijuga,u'ula;moluccan ironwood
VU,Intsia,bijuga,ifi-lele;moluccan ironwood
VU,Intsia,bijuga,moluccan ironwood;moluccan ironwood
NT,Cupressus,cashmeriana,weeping cypress;bhutan cypress
NT,Cupressus,cashmeriana,bhutan cypress;bhutan cypress
CR,Glyptostrobus,pensilis,chinese swamp cypress;chinese swamp cypress
CR,Glyptostrobus,pensilis,shui song;chinese swamp cypress
CR,Glyptostrobus,pensilis,;chinese swamp cypress
CR,Glyptostrobus,pensilis,chinese water fir;chinese swamp cypress
DD,Mangifera,hiemalis,
EN,Neobalanocarpus,heimii,chengal
EN,Neobalanocarpus,heimii,takhian chan te maeo
VU,Camellia,chrysantha,jinhua cha
VU,Cathaya,argyrophylla,yin shan
VU,Cathaya,argyrophylla,yinshan
EN,Metasequoia,glyptostroboides,dawn redwood;dawn redwood
EN,Metasequoia,glyptostroboides,;dawn redwood
EN,Metasequoia,glyptostroboides,shui shan;dawn redwood
CR,Abies,beshanzuensis,baishan fir;baishan fir
CR,Abies,beshanzuensis,baishanzu lengshan;baishan fir
CR,Abies,beshanzuensis,;baishan fir
CR,Abies,yuanbaoshanensis,yuanbaoshan lengshan;yuanbaoshan fir
CR,Abies,yuanbaoshanensis,;yuanbaoshan fir
CR,Abies,yuanbaoshanensis,yuanbaoshan fir;yuanbaoshan fir
EN,Abies,ziyuanensis,;ziyuan fir
EN,Abies,ziyuanensis,ziyuan fir;ziyuan fir
EN,Abies,ziyuanensis,ziyuan lengshan;ziyuan fir
EN,Carya,sinensis,cho dai;chinese hickory
EN,Carya,sinensis,chinese hickory;chinese hickory
EN,Carya,sinensis,huihetao;chinese hickory
VU,Apterosperma,oblata,yuanzihe
CR,Betula,halophila,
EN,Bretschneidera,sinensis,chuong dai
EN,Bretschneidera,sinensis,boleshu
VU,Burretiodendron,esquirolii,kaalamak
VU,Burretiodendron,esquirolii,bingchiguo
VU,Burretiodendron,esquirolii,pho khao
VU,Burretiodendron,esquirolii,malaai khao
VU,Camellia,euphlebia,
DD,Camellia,grijsii,changban duanzhu cha
VU,Camellia,reticulata,yunnan shanchahua
VU,Camellia,tunghinensis,
VU,Camellia,indochinensis,
EN,Cephalotaxus,lanceolata,;gongshan plum yew
EN,Cephalotaxus,lanceolata,gongshan plum yew;gongshan plum yew
EN,Cephalotaxus,lanceolata,gong shan san jian shan;gongshan plum yew
VU,Cephalotaxus,oliveri,oliver's plum yew;oliver's plum yew
VU,Cephalotaxus,oliveri,;oliver's plum yew
VU,Cephalotaxus,oliveri,bi zi san jian shan;oliver's plum yew
LR/nt,Cercidiphyllum,japonicum,katsura tree;katsura tree
LR/nt,Cercidiphyllum,japonicum,lianxiangshu;katsura tree
EN,Chamaecyparis,formosensis,taiwan cypress;taiwan cypress
EN,Chamaecyparis,formosensis,hong gui;taiwan cypress
EN,Chamaecyparis,formosensis,formosan cypress;taiwan cypress
VU,Chunia,bucklandioides,shantongcai
EN,Craigia,yunnanensis,diantong
VU,Cupressus,gigantea,ju bai
VU,Cupressus,torulosa,ju bai
VU,Davidia,involucrata,
VU,Davidia,vilmoriniana,
LR/lc,Dipentodon,sinicus,shichihua
VU,Diplopanax,stachyanthus,matishen
EN,Dipteronia,dyeriana,yunnan jinqianqi
VU,Elaeagnus,mollis,chiguoyoushu
EN,Erythrophleum,fordii,gemu
EN,Erythrophleum,fordii,lim xanh
VU,Nesoluma,st.-johnianum,
VU,Myrsine,hosakae,
VU,Glochidion,pitcairnense,
CR,Bidens,oenoensis,
CR,Bidens,hendersonensis,
VU,Bidens,hendersonensis,
VU,Bidens,subspathulata,
CR,Euryodendron,excelsum,zhuxuemu
EW,Firmiana,major,yunnan wutong
VU,Burretiodendron,hsienmu,nghien
VU,Burretiodendron,hsienmu,xianmu
VU,Fokienia,hodginsii,fujian cypress;fujian cypress
VU,Fokienia,hodginsii,;fujian cypress
VU,Fokienia,hodginsii,po mu;fujian cypress
VU,Fokienia,hodginsii,;fujian cypress
VU,Fokienia,hodginsii,fu jian bai;fujian cypress
EN,Garcinia,paucinervis,jinsili
EN,Ginkgo,biloba,maidenhair tree;maidenhair tree
EN,Ginkgo,biloba,bai guo;maidenhair tree
EN,Ginkgo,biloba,ginkgo;maidenhair tree
EN,Ginkgo,biloba,yinxing;maidenhair tree
VU,Heptacodium,miconioides,qizihua
CR,Hopea,chinensis,
CR,Hopea,chinensis,xiaye polei
CR,Hopea,chinensis,khaen si
CR,Hopea,hainanensis,lintah bukit
CR,Hopea,hainanensis,kien kien
CR,Hopea,hainanensis,nghe tinh
CR,Hopea,hainanensis,sao hai nan
CR,Hopea,hainanensis,kien kien
CR,Hopea,hainanensis,polei
CR,Hopea,hainanensis,sao la to
EN,Hopea,mollissima,maoye polei
EN,Hopea,mollissima,tau mat quy
VU,Litchi,euspontanea,yesheng lizhi
VU,Litchi,chinensis,yesheng lizhi
VU,Madhuca,pasquieri,sen mat
VU,Madhuca,pasquieri,sen
VU,Madhuca,pasquieri,zijingmu
VU,Malania,oleifera,suantouguo
EN,Malus,komarovii,i-no-ri-na-mu
EN,Malus,komarovii,shanzha haitang
VU,Malus,sieversii,xinjiang ye pingguo
EN,Magnolia,aromatica,xiang mulian
LR/nt,Nouelia,insignis,lujumu
CR,Pinus,massoniana,yajia song
CR,Pinus,hainanensis,yajia song
EN,Pinus,wangii,maozhi wuzhen song
LR/nt,Rehderodendron,macrocarpum,muguahong
CR,Rhododendron,protistum,dashu dujuan
CR,Rhododendron,giganteum,dashu dujuan
VU,Rhoiptelea,chiliantha,maweishu
VU,Saccopetalum,prolificum,nangbanmu
CR,Shorea,assamica,white meranti;white meranti
CR,Shorea,assamica,yunnan shaluoshuang;white meranti
VU,Sinojackia,xylocarpa,chengchuishu
LR/nt,Sinowilsonia,henryi,shanbaishu
LR/lc,Tetrameles,nudiflora,sishumu
LR/lc,Tetrameles,nudiflora,bindung
LR/lc,Tetrameles,nudiflora,thitpok
LR/lc,Tetrameles,nudiflora,winong
LR/lc,Tetrameles,nudiflora,binung
LR/lc,Tetrameles,nudiflora,bolang itan
LR/lc,Tetrameles,nudiflora,tung
VU,Loropetalum,subcordatum,siyaomenhua
EN,Thuja,sutchuenensis,ya bai shu
EN,Torreya,jackii,chang ye fei shu;jack's nutmeg tree
EN,Torreya,jackii,jack's nutmeg tree;jack's nutmeg tree
EN,Vatica,guangxiensis,guangxi qingmei
VU,Aesculus,wangii,yunnan qiyeshu
VU,Aquilaria,sinensis,chen xiang
VU,Aquilaria,sinensis,tuchenxiang
VU,Artocarpus,hypargyreus,
NT,Calocedrus,macrolepis,chinese incense-cedar;chinese incense-cedar
NT,Calocedrus,macrolepis,po mu xanh;chinese incense-cedar
NT,Calocedrus,macrolepis,;chinese incense-cedar
NT,Calocedrus,macrolepis,;chinese incense-cedar
NT,Calocedrus,macrolepis,;chinese incense-cedar
NT,Calocedrus,macrolepis,cui bai;chinese incense-cedar
LR/nt,Carallia,diplopetala,juye zhujieshu
VU,Castanopsis,concinna,huanan zhui
LR/nt,Castanopsis,kawakamii,ca oi qua to
LR/nt,Castanopsis,kawakamii,diaopi zhui
VU,Cephalomappa,sinensis,feiniushu
VU,Chosenia,arbutifolia,zhuantianliu
LR/nt,Cinnamomum,japonicum,putuo zhang
EN,Cinnamomum,mairei,yinyegui
LR/cd,Cinnamomum,micranthum,chenshui zhang
VU,Cleidiocarpon,cavaleriei,hudieguo
EN,Corylus,chinensis,hua zhen;chinese hazlenut
EN,Corylus,chinensis,chinese hazlenut;chinese hazlenut
CR,Craigia,kwangsiensis,gui diantong
DD,Quercus,rex,daguo qinggang
VU,Dalbergia,fusca,banna heitan
VU,Dalbergia,enneandra,banna heitan
VU,Dalbergia,odorifera,jiangxiang huangtan
VU,Dalbergia,odorifera,jiang xiang
LR/nt,Dimocarpus,longan,longyan
EN,Dipterocarpus,retusus,keruing gunung
EN,Dipterocarpus,retusus,yingjiang longnaoxiang
EN,Dipterocarpus,retusus,chheuteal preng
EN,Dipterocarpus,retusus,nyang dong
EN,Dipterocarpus,retusus,cho nau
EN,Dipterocarpus,retusus,keruing
EN,Dipterocarpus,retusus,yang dong
DD,Dipteronia,sinensis,jinqianqi
DD,Dipteronia,sinensis,
VU,Dysosma,versipellis,bajiaolian
LR/lc,Euptelea,pleiospermum,lingchunmu
LR/nt,Fatsia,polycarpa,duoshi bajiaojinpan
VU,Firmiana,hainanensis,hainan wutong
CR,Gleditsia,vestita,rongmao zaojia
VU,Gmelina,hainanensis,kuzi
VU,Halesia,macgregorii,yinzhonghua
EN,Helicia,shweliensis,ruili shanlongyan
VU,Heritiera,parvifolia,huynh la nho
VU,Heritiera,parvifolia,hudieshu
VU,Homalium,glabratum,guangye tianliaomu
VU,Homalium,lacticum,guangye tianliaomu
EN,Horsfieldia,pandurifolia,qinye fengchuinan
VU,Hydnocarpus,hainanensis,hainan dafengzi
VU,Ixonanthes,chinensis,nianmu
NT,Keteleeria,fortunei,yushan
VU,Lagerstroemia,intermedia,yunnan ziwei
EN,Laportea,urentissima,huomashu
LR/nt,Litsea,auriculata,tianmu mujiangzi
EN,Litsea,dilleniifolia,wuyaguoye mujiangzi
EN,Litsea,pierrei,simao mujiangzi
EN,Litsea,szemois,simao mujiangzi
VU,Madhuca,hainanensis,hainan zijingmu
VU,Magnolia,amoena,tianmu mulan
VU,Magnolia,cylindrica,huangshan mulan
DD,Magnolia,henryi,daye mulan
DD,Magnolia,henryi,champi pa
DD,Magnolia,henryi,mai chon
EN,Magnolia,rostrata,changhui houpo
CR,Magnolia,zenii,baohua yulan
CR,Magnolia,grandis,daguo mulian
CR,Myristica,yunnanensis,yunan roudoukou
CR,Nyssa,yunnanensis,maoye zishu
LR/nt,Ormosia,hosiei,hongdoushu
EX,Ormosia,howii,yuanmao hongdou
EX,Otophora,unilocularis,zhaoermu
EN,Pellacalyx,yunnanensis,shanhongshu
LR/nt,Phoebe,bournei,minnan
VU,Phoebe,chekiangensis,zhejiang nan
EN,Phoebe,nanmu,dian nan
VU,Phoebe,zhennan,nanmu
VU,Premna,szemaoensis,simao doufuchai
CR,Pterospermum,kingtungense,jingdong chizishu
CR,Pterospermum,menglunense,menglun chizishu
CR,Pterospermum,yunnanense,yunnan chizishu
VU,Pterostyrax,psilophyllus,baixinshu;small epaulette tree
